Year,Value,Category,Metric,Statistic
2017,207,Australia and New Zealand,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2017,370,Other countries (18),Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2018,5149,All Countries,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2018,981,"Great Britain (includes England, Scotland, Wales)",Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2018,291,France,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2018,467,Germany,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2018,198,Italy,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2018,890,Other Europe (14),Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2018,1735,United States and Canada,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2018,218,Australia and New Zealand,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2018,369,Other countries (18),Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2019,5101,All Countries,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2019,977,"Great Britain (includes England, Scotland, Wales)",Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2019,268,France,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2019,446,Germany,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2019,178,Italy,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2019,959,Other Europe (14),Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2019,1691,United States and Canada,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2019,206,Australia and New Zealand,Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
2019,377,Other countries (18),Area of Residence,Expenditure by Overseas Travellers in Ireland (excluding fares) (Euro Million)
1983,179,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1983,86,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1983,131,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1983,20,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1984,194,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1984,89,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1984,166,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1984,24,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1985,206,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1985,107,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1985,216,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1985,34,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1986,216,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1986,109,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1986,173,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1986,33,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1987,253,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1987,132,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1987,197,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1987,32,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1988,317,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1988,155,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1988,202,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1988,44,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1989,362,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1989,201,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1989,222,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1989,56,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1990,408,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1990,312,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1990,208,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1990,58,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1991,422,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1991,387,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1991,190,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1991,61,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1992,409,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1992,405,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1992,196,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1992,57,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1993,452,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1993,500,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1993,225,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1993,67,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1994,540,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1994,465,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1994,263,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1994,95,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1995,608,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1995,519,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1995,340,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1995,117,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1996,701,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1996,587,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1996,390,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1996,114,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1997,847,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1997,576,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1997,436,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1997,121,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1998,938,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1998,585,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1998,484,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1998,128,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1999,968,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1999,623,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1999,549,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
1999,141,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2000,1042,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2000,721,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2000,679,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2000,175,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2001,1163,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2001,810,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2001,713,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2001,207,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2002,1251,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2002,862,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2002,705,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2002,227,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2003,1295,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2003,884,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2003,784,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2003,235,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2004,1253,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2004,927,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2004,769,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2004,255,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2005,1257,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2005,1232,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2005,731,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2005,234,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2006,1373,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2006,1352,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2006,803,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2006,265,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2007,1388,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2007,1400,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2007,806,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2007,326,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2008,1355,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2008,1503,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2008,660,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2008,315,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2009,1037,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2009,1342,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2009,772,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2009,309,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2010,859,Great Britain,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2010,1134,Other Europe,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2010,695,USA and Canada,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2010,287,Other Areas,Area of Residence,Expenditure by Visitors to Ireland (Euro Million)
2011,6505,All Countries,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2011,2878,"Great Britain (includes England, Scotland, Wales)",Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2011,401,France,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2011,423,Germany,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2011,220,Italy,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2011,1239,Other Europe (14),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2011,987,United States and Canada,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2011,141,Australia and New Zealand,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2011,216,Other countries (18),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2012,6517,All Countries,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2012,2774,"Great Britain (includes England, Scotland, Wales)",Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2012,396,France,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2012,448,Germany,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2012,252,Italy,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2012,1251,Other Europe (14),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2012,1017,United States and Canada,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2012,155,Australia and New Zealand,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2012,223,Other countries (18),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2013,6986,All Countries,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2013,2929,"Great Britain (includes England, Scotland, Wales)",Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2013,434,France,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2013,483,Germany,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2013,234,Italy,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2013,1312,Other Europe (14),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2013,1158,United States and Canada,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2013,187,Australia and New Zealand,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2013,248,Other countries (18),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2014,7604,All Countries,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2014,3164,"Great Britain (includes England, Scotland, Wales)",Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2014,456,France,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2014,557,Germany,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2014,258,Italy,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2014,1368,Other Europe (14),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2014,1329,United States and Canada,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2014,190,Australia and New Zealand,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2014,284,Other countries (18),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2015,8643,All Countries,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2015,3547,"Great Britain (includes England, Scotland, Wales)",Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2015,505,France,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2015,629,Germany,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2015,321,Italy,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2015,1588,Other Europe (14),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2015,1514,United States and Canada,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2015,207,Australia and New Zealand,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2015,331,Other countries (18),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2016,9584,All Countries,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2016,3924,"Great Britain (includes England, Scotland, Wales)",Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2016,531,France,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2016,652,Germany,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2016,344,Italy,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2016,1774,Other Europe (14),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2016,1808,United States and Canada,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2016,204,Australia and New Zealand,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2016,346,Other countries (18),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2017,9932,All Countries,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2017,3729,"Great Britain (includes England, Scotland, Wales)",Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2017,549,France,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2017,681,Germany,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2017,363,Italy,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2017,1888,Other Europe (14),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2017,2101,United States and Canada,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2017,208,Australia and New Zealand,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2017,411,Other countries (18),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2018,10616,All Countries,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2018,3759,"Great Britain (includes England, Scotland, Wales)",Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2018,565,France,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2018,818,Germany,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2018,409,Italy,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2018,2021,Other Europe (14),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2018,2384,United States and Canada,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2018,228,Australia and New Zealand,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2018,433,Other countries (18),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2019,10808,All Countries,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2019,3788,"Great Britain (includes England, Scotland, Wales)",Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2019,577,France,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2019,812,Germany,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2019,392,Italy,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2019,2129,Other Europe (14),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2019,2412,United States and Canada,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2019,225,Australia and New Zealand,Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
2019,473,Other countries (18),Area of Residence,Overseas Trips to Ireland by Non-Residents (Thousand)
1983,1129,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1983,298,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1983,292,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1983,60,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1984,1188,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1984,298,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1984,324,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1984,63,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1985,1104,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1985,326,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1985,404,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1985,78,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1986,1084,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1986,326,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1986,327,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1986,76,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1987,1209,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1987,382,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1987,383,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1987,66,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1988,1465,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1988,398,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1988,401,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1988,82,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1989,1668,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1989,538,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1989,417,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1989,109,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1990,1786,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1990,731,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1990,434,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1990,118,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1991,1729,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1991,824,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1991,342,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1991,102,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1992,1758,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1992,855,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1992,405,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1992,111,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1993,1887,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1993,924,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1993,406,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1993,116,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1994,2087,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1994,970,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1994,474,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1994,150,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1995,2365,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1995,1085,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1995,617,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1995,190,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1996,2698,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1996,1164,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1996,703,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1996,174,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1997,3025,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1997,1175,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1997,764,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1997,201,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1998,3383,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1998,1262,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1998,855,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1998,216,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
1999,3558,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
1999,1333,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
1999,943,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
1999,233,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
2000,3559,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
2000,1453,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
2000,1043,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
2000,256,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
2001,3462,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
2001,1357,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
2001,912,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
2001,260,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
2002,3579,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
2002,1392,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
2002,849,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
2002,245,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
2003,3719,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
2003,1497,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
2003,904,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
2003,249,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
2004,3681,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
2004,1600,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
2004,977,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
2004,317,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
2005,3822,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
2005,1917,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
2005,953,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
2005,285,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
2006,4060,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
2006,2281,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
2006,1055,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
2006,314,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
2007,4032,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
2007,2590,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
2007,1073,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
2007,317,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
2008,3872,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
2008,2610,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
2008,1005,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
2008,352,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
2009,3224,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
2009,2388,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
2009,991,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
2009,304,Other Areas,Area of Residence,Visitors to Ireland (Thousand)
2010,2806,Great Britain,Area of Residence,Visitors to Ireland (Thousand)
2010,2092,Other Europe,Area of Residence,Visitors to Ireland (Thousand)
2010,929,USA and Canada,Area of Residence,Visitors to Ireland (Thousand)
2010,311,Other Areas,Area of Residence,Visitors to Ireland (Thousand)